date,sku_id,region,units_ordered,price_usd,holiday_peak_flag,prime_event_flag,weekend_flag,marketing_push_flag,weather_disruption_index,category,unit_cost_usd,selling_price_usd,cube_ft,target_service_level,primary_warehouse_id,year,month,week_number,day_of_week,quarter,month_name,year_month,revenue,margin,margin_pct
2025-08-13,SKU-103505,South,52,92.21,0,0,1970-05-27,0,0.1,Toys,119.1,158.8,0.61,0.973,WH-S100001,2025,8,33,2,3,Aug,2025-08,8257.6,2064.400000000001,25.0
2025-01-12,SKU-103506,East,41,32.4,0,0,1970-05-27,0,1.08,Pet,39.01,44.01,0.77,0.983,WH-E100002,2025,1,2,6,1,Jan,2025-01,1804.41,205.0,11.36
2025-11-03,SKU-103507,South,29,123.41,0,0,1970-05-27,0,-0.03,Electronics,54.03,86.74,0.58,0.976,WH-S100001,2025,11,45,0,4,Nov,2025-11,2515.46,948.5899999999998,37.71
2025-07-15,SKU-103508,West,52,33.18,0,0,1970-05-27,0,-0.47,Pet,119.39,197.26,0.68,0.987,WH-W100003,2025,7,29,1,3,Jul,2025-07,10257.52,4049.2399999999993,39.48
2025-05-25,SKU-103509,South,22,194.1,1,0,1970-05-27,0,1.68,Home,85.74,189.02,1.49,0.954,WH-S100001,2025,5,21,6,2,May,2025-05,4158.4400000000005,2272.1600000000003,54.64
2025-03-25,SKU-103510,West,23,128.6,0,0,1970-05-27,0,0.98,Electronics,50.98,190.65,0.55,0.959,WH-W100003,2025,3,13,1,1,Mar,2025-03,4384.95,3212.4100000000003,73.26
2025-03-20,SKU-103511,East,19,128.65,0,0,1970-05-27,0,1.29,Toys,14.98,175.66,1.79,0.972,WH-E100002,2025,3,12,3,1,Mar,2025-03,3337.54,3052.92,91.47
2025-04-25,SKU-103512,East,70,80.99,1,0,1970-05-27,0,0.37,Toys,22.32,198.29,0.86,0.968,WH-E100002,2025,4,17,4,2,Apr,2025-04,13880.3,12317.9,88.74
2025-07-03,SKU-103513,South,49,100.75,0,0,1970-05-27,0,-0.92,Beauty,61.85,78.7,0.76,0.931,WH-S100001,2025,7,27,3,3,Jul,2025-07,3856.3,825.6500000000001,21.41
2025-06-27,SKU-103514,East,30,192.92,0,0,1970-05-27,0,0.48,Electronics,112.48,134.55,0.33,0.966,WH-E100002,2025,6,26,4,2,Jun,2025-06,4036.500000000001,662.1000000000003,16.4
2025-09-12,SKU-103515,West,51,100.23,0,0,1970-05-27,0,0.45,Home,118.88,33.69,0.21,0.975,WH-W100003,2025,9,37,4,3,Sep,2025-09,1718.1899999999998,-4344.69,-252.86
2025-05-14,SKU-103516,North,58,197.74,1,0,1970-05-27,0,-2.9,Electronics,82.88,157.93,0.66,0.952,WH-N100000,2025,5,20,2,2,May,2025-05,9159.94,4352.900000000001,47.52
2025-10-30,SKU-103517,South,28,101.41,0,0,1970-05-27,0,0.98,Kitchen,40.39,32.87,0.64,0.972,WH-S100001,2025,10,44,3,4,Oct,2025-10,920.36,-210.5600000000001,-22.88
2025-02-25,SKU-103518,North,53,40.65,0,0,1970-05-27,0,-0.2,Electronics,96.37,130.18,0.12,0.949,WH-N100000,2025,2,9,1,1,Feb,2025-02,6899.54,1791.93,25.97
2025-04-08,SKU-103519,South,58,42.87,1,0,1970-05-27,0,-0.46,Electronics,47.52,108.9,0.08,0.975,WH-S100001,2025,4,15,1,2,Apr,2025-04,6316.200000000001,3560.04,56.36
2025-06-03,SKU-103520,West,45,181.42,0,0,1970-05-27,0,1.67,Pet,68.29,97.95,0.38,0.978,WH-W100003,2025,6,23,1,2,Jun,2025-06,4407.75,1334.6999999999998,30.28
2025-03-24,SKU-103521,South,35,120.86,0,0,1970-05-27,0,-0.95,Kitchen,38.64,161.51,0.29,0.933,WH-S100001,2025,3,13,0,1,Mar,2025-03,5652.849999999999,4300.45,76.08
2025-01-30,SKU-103522,South,40,202.68,0,0,1970-05-27,0,0.14,Kitchen,30.06,129.52,0.22,0.931,WH-S100001,2025,1,5,3,1,Jan,2025-01,5180.8,3978.400000000001,76.79
2025-07-02,SKU-103523,North,45,175.36,0,0,1970-05-27,0,-2.06,Toys,119.1,158.8,0.61,0.973,WH-N100000,2025,7,27,2,3,Jul,2025-07,7146.000000000001,1786.500000000001,25.0
2025-06-15,SKU-103524,South,52,90.92,0,0,1970-05-27,0,-0.29,Pet,39.01,44.01,0.77,0.983,WH-S100001,2025,6,24,6,2,Jun,2025-06,2288.52,260.0,11.36
2025-08-03,SKU-103525,South,48,193.42,0,0,1970-05-27,0,-0.48,Electronics,54.03,86.74,0.58,0.976,WH-S100001,2025,8,31,6,3,Aug,2025-08,4163.52,1570.0799999999997,37.71
2025-06-26,SKU-103526,North,53,91.35,0,0,1970-05-27,1,-1.33,Pet,119.39,197.26,0.68,0.987,WH-N100000,2025,6,26,3,2,Jun,2025-06,10454.78,4127.11,39.48
2024-12-05,SKU-103527,South,35,158.02,0,1,1970-05-27,0,0.87,Home,85.74,189.02,1.49,0.954,WH-S100001,2024,12,49,3,4,Dec,2024-12,6615.700000000001,3614.8000000000006,54.64
2025-07-24,SKU-103528,South,22,148.8,0,0,1970-05-28,0,0.76,Electronics,50.98,190.65,0.55,0.959,WH-S100001,2025,7,30,3,3,Jul,2025-07,4194.3,3072.74,73.26
2025-01-01,SKU-103529,East,23,151.21,0,0,1970-05-28,1,0.35,Toys,14.98,175.66,1.79,0.972,WH-E100002,2025,1,1,2,1,Jan,2025-01,4040.18,3695.64,91.47
2025-07-28,SKU-103530,North,31,133.58,0,0,1970-05-28,0,0.24,Toys,22.32,198.29,0.86,0.968,WH-N100000,2025,7,31,0,3,Jul,2025-07,6146.99,5455.07,88.74
2025-10-20,SKU-103531,East,43,149.0,0,0,1970-05-28,0,-0.09,Beauty,61.85,78.7,0.76,0.931,WH-E100002,2025,10,43,0,4,Oct,2025-10,3384.1,724.5500000000001,21.41
2025-04-17,SKU-103532,West,54,167.47,1,0,1970-05-28,0,-0.31,Electronics,112.48,134.55,0.33,0.966,WH-W100003,2025,4,16,3,2,Apr,2025-04,7265.700000000001,1191.7800000000004,16.4
2025-03-08,SKU-103533,North,22,190.04,0,0,1970-05-28,0,-0.49,Home,118.88,33.69,0.21,0.975,WH-N100000,2025,3,10,5,1,Mar,2025-03,741.18,-1874.18,-252.86
2025-04-25,SKU-103534,West,33,109.67,1,0,1970-05-28,0,1.45,Electronics,82.88,157.93,0.66,0.952,WH-W100003,2025,4,17,4,2,Apr,2025-04,5211.6900000000005,2476.6500000000005,47.52
2025-04-22,SKU-103535,North,61,77.45,1,0,1970-05-28,0,-0.38,Kitchen,40.39,32.87,0.64,0.972,WH-N100000,2025,4,17,1,2,Apr,2025-04,2005.07,-458.7200000000002,-22.88
2025-07-04,SKU-103536,South,22,122.01,0,0,1970-05-28,0,-0.92,Electronics,96.37,130.18,0.12,0.949,WH-S100001,2025,7,27,4,3,Jul,2025-07,2863.96,743.82,25.97
2025-03-02,SKU-103537,North,46,167.29,0,0,1970-05-28,0,-1.28,Electronics,47.52,108.9,0.08,0.975,WH-N100000,2025,3,9,6,1,Mar,2025-03,5009.400000000001,2823.48,56.36
2025-09-02,SKU-103538,North,33,81.06,0,0,1970-05-28,0,-0.05,Pet,68.29,97.95,0.38,0.978,WH-N100000,2025,9,36,1,3,Sep,2025-09,3232.35,978.78,30.28
2024-12-20,SKU-103539,East,37,160.89,0,1,1970-05-28,0,2.14,Kitchen,38.64,161.51,0.29,0.933,WH-E100002,2024,12,51,4,4,Dec,2024-12,5975.87,4546.19,76.08
2025-05-15,SKU-103540,West,55,194.84,1,0,1970-05-28,0,-2.9,Kitchen,30.06,129.52,0.22,0.931,WH-W100003,2025,5,20,3,2,May,2025-05,7123.6,5470.3,76.79
2024-12-05,SKU-103541,West,54,75.61,0,1,1970-05-28,0,-2.39,Toys,119.1,158.8,0.61,0.973,WH-W100003,2024,12,49,3,4,Dec,2024-12,8575.2,2143.800000000001,25.0
2025-10-22,SKU-103542,North,68,163.21,0,0,1970-05-28,0,0.14,Pet,39.01,44.01,0.77,0.983,WH-N100000,2025,10,43,2,4,Oct,2025-10,2992.68,340.0,11.36
2025-09-27,SKU-103543,North,60,31.82,0,0,1970-05-28,0,-0.31,Electronics,54.03,86.74,0.58,0.976,WH-N100000,2025,9,39,5,3,Sep,2025-09,5204.4,1962.6,37.71
2025-08-11,SKU-103544,North,48,174.47,0,0,1970-05-28,0,1.23,Pet,119.39,197.26,0.68,0.987,WH-N100000,2025,8,33,0,3,Aug,2025-08,9468.48,3737.7599999999993,39.48
2025-04-07,SKU-103545,South,29,149.49,1,0,1970-05-28,0,-0.61,Home,85.74,189.02,1.49,0.954,WH-S100001,2025,4,15,0,2,Apr,2025-04,5481.58,2995.1200000000003,54.64
2025-07-03,SKU-103546,South,41,191.91,0,0,1970-05-28,0,-2.06,Electronics,50.98,190.65,0.55,0.959,WH-S100001,2025,7,27,3,3,Jul,2025-07,7816.650000000001,5726.47,73.26
2025-02-17,SKU-103547,South,27,149.76,0,0,1970-05-28,0,-2.01,Toys,14.98,175.66,1.79,0.972,WH-S100001,2025,2,8,0,1,Feb,2025-02,4742.82,4338.360000000001,91.47
2025-07-03,SKU-103548,South,25,125.01,0,0,1970-05-28,0,-2.06,Toys,22.32,198.29,0.86,0.968,WH-S100001,2025,7,27,3,3,Jul,2025-07,4957.25,4399.25,88.74
2025-02-05,SKU-103549,West,33,125.36,0,0,1970-05-28,0,1.38,Beauty,61.85,78.7,0.76,0.931,WH-W100003,2025,2,6,2,1,Feb,2025-02,2597.1,556.0500000000001,21.41
2025-07-06,SKU-103550,West,54,98.75,0,0,1970-05-28,0,2.1,Electronics,112.48,134.55,0.33,0.966,WH-W100003,2025,7,27,6,3,Jul,2025-07,7265.700000000001,1191.7800000000004,16.4
2025-06-06,SKU-103551,North,63,183.13,0,0,1970-05-28,0,0.55,Home,118.88,33.69,0.21,0.975,WH-N100000,2025,6,23,4,2,Jun,2025-06,2122.47,-5366.97,-252.86
2024-12-30,SKU-103552,South,49,191.83,0,0,1970-05-29,0,1.2,Electronics,82.88,157.93,0.66,0.952,WH-S100001,2024,12,1,0,4,Dec,2024-12,7738.570000000001,3677.4500000000007,47.52
2025-11-15,SKU-103553,South,42,44.35,0,0,1970-05-29,0,-1.14,Kitchen,40.39,32.87,0.64,0.972,WH-S100001,2025,11,46,5,4,Nov,2025-11,1380.54,-315.84000000000015,-22.88
2025-02-06,SKU-103554,South,41,119.3,0,0,1970-05-29,0,1.38,Electronics,96.37,130.18,0.12,0.949,WH-S100001,2025,2,6,3,1,Feb,2025-02,5337.38,1386.21,25.97
2025-02-06,SKU-103555,South,45,73.81,0,0,1970-05-29,0,1.38,Electronics,47.52,108.9,0.08,0.975,WH-S100001,2025,2,6,3,1,Feb,2025-02,4900.5,2762.1,56.36
2025-01-26,SKU-103556,East,29,130.3,0,0,1970-05-29,0,0.47,Pet,68.29,97.95,0.38,0.978,WH-E100002,2025,1,4,6,1,Jan,2025-01,2840.55,860.1399999999999,30.28
2025-09-10,SKU-103557,North,25,130.92,0,0,1970-05-29,0,-0.61,Kitchen,38.64,161.51,0.29,0.933,WH-N100000,2025,9,37,2,3,Sep,2025-09,4037.75,3071.7499999999995,76.08
2025-10-16,SKU-103558,East,39,151.44,0,0,1970-05-29,0,-0.39,Kitchen,30.06,129.52,0.22,0.931,WH-E100002,2025,10,42,3,4,Oct,2025-10,5051.280000000001,3878.940000000001,76.79
2025-05-05,SKU-103559,East,65,95.59,1,0,1970-05-29,0,0.67,Toys,119.1,158.8,0.61,0.973,WH-E100002,2025,5,19,0,2,May,2025-05,10322.0,2580.500000000001,25.0
2025-01-11,SKU-103560,South,38,159.36,0,0,1970-05-29,0,0.47,Pet,39.01,44.01,0.77,0.983,WH-S100001,2025,1,2,5,1,Jan,2025-01,1672.38,190.0,11.36
2025-07-25,SKU-103561,West,49,190.65,0,0,1970-05-29,0,0.76,Electronics,54.03,86.74,0.58,0.976,WH-W100003,2025,7,30,4,3,Jul,2025-07,4250.259999999999,1602.7899999999995,37.71
2025-08-02,SKU-103562,East,44,34.44,0,0,1970-05-29,0,0.46,Pet,119.39,197.26,0.68,0.987,WH-E100002,2025,8,31,5,3,Aug,2025-08,8679.439999999999,3426.28,39.48
2025-11-23,SKU-103563,North,56,41.66,0,0,1970-05-29,0,-0.77,Home,85.74,189.02,1.49,0.954,WH-N100000,2025,11,47,6,4,Nov,2025-11,10585.12,5783.680000000001,54.64
2025-10-21,SKU-103564,West,46,164.28,0,0,1970-05-29,0,-0.09,Electronics,50.98,190.65,0.55,0.959,WH-W100003,2025,10,43,1,4,Oct,2025-10,8769.9,6424.820000000001,73.26
2025-03-22,SKU-103565,South,32,200.89,0,0,1970-05-29,0,1.29,Toys,14.98,175.66,1.79,0.972,WH-S100001,2025,3,12,5,1,Mar,2025-03,5621.12,5141.76,91.47
2025-06-19,SKU-103566,North,62,183.61,0,0,1970-05-29,0,-0.43,Toys,22.32,198.29,0.86,0.968,WH-N100000,2025,6,25,3,2,Jun,2025-06,12293.98,10910.14,88.74
2025-09-21,SKU-103567,South,32,186.29,0,0,1970-05-29,0,-0.11,Beauty,61.85,78.7,0.76,0.931,WH-S100001,2025,9,38,6,3,Sep,2025-09,2518.4,539.2,21.41
2025-06-06,SKU-103568,West,27,130.53,0,0,1970-05-29,0,0.02,Electronics,112.48,134.55,0.33,0.966,WH-W100003,2025,6,23,4,2,Jun,2025-06,3632.85,595.8900000000002,16.4
2025-05-16,SKU-103569,South,47,162.55,1,0,1970-05-29,0,-2.9,Home,118.88,33.69,0.21,0.975,WH-S100001,2025,5,20,4,2,May,2025-05,1583.4299999999998,-4003.93,-252.86
2025-04-05,SKU-103570,East,38,123.96,1,0,1970-05-29,0,-0.55,Electronics,82.88,157.93,0.66,0.952,WH-E100002,2025,4,14,5,2,Apr,2025-04,6001.34,2851.9000000000005,47.52
2025-02-16,SKU-103571,East,56,160.03,0,0,1970-05-29,0,1.69,Kitchen,40.39,32.87,0.64,0.972,WH-E100002,2025,2,7,6,1,Feb,2025-02,1840.72,-421.1200000000002,-22.88
2025-07-17,SKU-103572,South,32,127.02,0,0,1970-05-29,0,-0.47,Electronics,96.37,130.18,0.12,0.949,WH-S100001,2025,7,29,3,3,Jul,2025-07,4165.76,1081.92,25.97
2025-01-10,SKU-103573,North,45,43.29,0,0,1970-05-29,0,-1.8,Electronics,47.52,108.9,0.08,0.975,WH-N100000,2025,1,2,4,1,Jan,2025-01,4900.5,2762.1,56.36
2025-02-15,SKU-103574,South,28,32.02,0,0,1970-05-29,0,-0.27,Pet,68.29,97.95,0.38,0.978,WH-S100001,2025,2,7,5,1,Feb,2025-02,2742.6,830.4799999999999,30.28
2025-09-29,SKU-103575,North,60,131.15,0,0,1970-05-29,0,-0.62,Kitchen,38.64,161.51,0.29,0.933,WH-N100000,2025,9,40,0,3,Sep,2025-09,9690.6,7372.2,76.08
2024-12-08,SKU-103576,South,62,201.63,0,1,1970-05-30,0,0.87,Kitchen,30.06,129.52,0.22,0.931,WH-S100001,2024,12,49,6,4,Dec,2024-12,8030.240000000001,6166.52,76.79
2025-08-31,SKU-103577,West,68,155.71,0,0,1970-05-30,0,0.87,Toys,119.1,158.8,0.61,0.973,WH-W100003,2025,8,35,6,3,Aug,2025-08,10798.4,2699.6000000000013,25.0
2025-07-30,SKU-103578,East,50,128.35,0,0,1970-05-30,0,0.24,Pet,39.01,44.01,0.77,0.983,WH-E100002,2025,7,31,2,3,Jul,2025-07,2200.5,250.0,11.36
2025-11-14,SKU-103579,North,51,124.13,0,0,1970-05-30,0,0.04,Electronics,54.03,86.74,0.58,0.976,WH-N100000,2025,11,46,4,4,Nov,2025-11,4423.74,1668.2099999999996,37.71
2025-08-24,SKU-103580,South,41,193.78,0,0,1970-05-30,0,1.04,Pet,119.39,197.26,0.68,0.987,WH-S100001,2025,8,34,6,3,Aug,2025-08,8087.66,3192.67,39.48
2025-07-14,SKU-103581,West,47,187.44,0,0,1970-05-30,0,0.71,Home,85.74,189.02,1.49,0.954,WH-W100003,2025,7,29,0,3,Jul,2025-07,8883.94,4854.160000000001,54.64
2024-11-30,SKU-103582,South,52,34.7,0,1,1970-05-30,0,0.39,Electronics,50.98,190.65,0.55,0.959,WH-S100001,2024,11,48,5,4,Nov,2024-11,9913.8,7262.840000000001,73.26
2025-02-18,SKU-103583,South,45,158.83,0,0,1970-05-30,0,-0.75,Toys,14.98,175.66,1.79,0.972,WH-S100001,2025,2,8,1,1,Feb,2025-02,7904.7,7230.6,91.47
2025-09-29,SKU-103584,East,71,154.15,0,0,1970-05-30,0,-0.31,Toys,22.32,198.29,0.86,0.968,WH-E100002,2025,9,40,0,3,Sep,2025-09,14078.59,12493.87,88.74
2024-12-15,SKU-103585,East,53,176.27,0,1,1970-05-30,0,-0.39,Beauty,61.85,78.7,0.76,0.931,WH-E100002,2024,12,50,6,4,Dec,2024-12,4171.1,893.0500000000001,21.41
2025-06-13,SKU-103586,South,34,191.82,0,0,1970-05-30,0,-0.12,Electronics,112.48,134.55,0.33,0.966,WH-S100001,2025,6,24,4,2,Jun,2025-06,4574.700000000001,750.3800000000002,16.4
2025-05-21,SKU-103587,East,43,154.65,1,0,1970-05-30,0,-0.91,Home,118.88,33.69,0.21,0.975,WH-E100002,2025,5,21,2,2,May,2025-05,1448.6699999999998,-3663.17,-252.86
2025-03-18,SKU-103588,South,29,134.64,0,0,1970-05-30,1,0.92,Electronics,82.88,157.93,0.66,0.952,WH-S100001,2025,3,12,1,1,Mar,2025-03,4579.97,2176.4500000000003,47.52
2025-07-11,SKU-103589,South,65,98.37,0,0,1970-05-30,0,2.11,Kitchen,40.39,32.87,0.64,0.972,WH-S100001,2025,7,28,4,3,Jul,2025-07,2136.55,-488.8000000000002,-22.88
2025-08-11,SKU-103590,West,74,73.96,0,0,1970-05-30,0,2.05,Electronics,96.37,130.18,0.12,0.949,WH-W100003,2025,8,33,0,3,Aug,2025-08,9633.32,2501.94,25.97
2025-10-07,SKU-103591,West,37,177.21,0,0,1970-05-30,0,0.31,Electronics,47.52,108.9,0.08,0.975,WH-W100003,2025,10,41,1,4,Oct,2025-10,4029.3,2271.06,56.36
2025-05-31,SKU-103592,North,25,80.42,0,0,1970-05-30,0,0.22,Pet,68.29,97.95,0.38,0.978,WH-N100000,2025,5,22,5,2,May,2025-05,2448.75,741.4999999999999,30.28
2025-01-30,SKU-103593,South,21,152.01,0,0,1970-05-30,0,0.06,Kitchen,38.64,161.51,0.29,0.933,WH-S100001,2025,1,5,3,1,Jan,2025-01,3391.71,2580.27,76.08
2025-02-24,SKU-103594,East,38,128.08,0,0,1970-05-30,0,0.71,Kitchen,30.06,129.52,0.22,0.931,WH-E100002,2025,2,9,0,1,Feb,2025-02,4921.76,3779.480000000001,76.79
2024-12-24,SKU-103595,East,68,32.56,0,1,1970-05-30,0,0.2,Toys,119.1,158.8,0.61,0.973,WH-E100002,2024,12,52,1,4,Dec,2024-12,10798.4,2699.6000000000013,25.0
2025-11-25,SKU-103596,West,68,97.81,0,0,1970-05-30,0,-0.34,Pet,39.01,44.01,0.77,0.983,WH-W100003,2025,11,48,1,4,Nov,2025-11,2992.68,340.0,11.36
2025-01-14,SKU-103597,South,49,168.64,0,0,1970-05-30,0,1.28,Electronics,54.03,86.74,0.58,0.976,WH-S100001,2025,1,3,1,1,Jan,2025-01,4250.259999999999,1602.7899999999995,37.71
2025-03-31,SKU-103598,West,53,44.79,1,0,1970-05-30,0,-0.04,Pet,119.39,197.26,0.68,0.987,WH-W100003,2025,3,14,0,1,Mar,2025-03,10454.78,4127.11,39.48
2024-11-27,SKU-103599,East,77,98.16,0,1,1970-05-30,0,-0.85,Home,85.74,189.02,1.49,0.954,WH-E100002,2024,11,48,2,4,Nov,2024-11,14554.54,7952.560000000001,54.64
2025-11-23,SKU-103600,North,49,73.35,0,0,1970-05-31,0,0.39,Electronics,50.98,190.65,0.55,0.959,WH-N100000,2025,11,47,6,4,Nov,2025-11,9341.85,6843.830000000001,73.26
2025-04-09,SKU-103601,North,62,45.04,1,0,1970-05-31,0,-2.15,Toys,14.98,175.66,1.79,0.972,WH-N100000,2025,4,15,2,2,Apr,2025-04,10890.92,9962.16,91.47
2025-06-04,SKU-103602,North,58,43.09,0,0,1970-05-31,0,-0.22,Toys,22.32,198.29,0.86,0.968,WH-N100000,2025,6,23,2,2,Jun,2025-06,11500.82,10206.26,88.74
2025-09-09,SKU-103603,South,33,159.36,0,0,1970-05-31,0,0.53,Beauty,61.85,78.7,0.76,0.931,WH-S100001,2025,9,37,1,3,Sep,2025-09,2597.1,556.0500000000001,21.41
2025-10-28,SKU-103604,East,33,135.65,0,0,1970-05-31,0,1.1,Electronics,112.48,134.55,0.33,0.966,WH-E100002,2025,10,44,1,4,Oct,2025-10,4440.150000000001,728.3100000000003,16.4
2025-06-20,SKU-103605,South,47,186.99,0,0,1970-05-31,0,-0.17,Home,118.88,33.69,0.21,0.975,WH-S100001,2025,6,25,4,2,Jun,2025-06,1583.4299999999998,-4003.93,-252.86
2025-05-15,SKU-103606,North,39,122.53,1,0,1970-05-31,0,-1.39,Electronics,82.88,157.93,0.66,0.952,WH-N100000,2025,5,20,3,2,May,2025-05,6159.27,2926.9500000000003,47.52
2025-01-22,SKU-103607,East,52,155.14,0,0,1970-05-31,0,0.39,Kitchen,40.39,32.87,0.64,0.972,WH-E100002,2025,1,4,2,1,Jan,2025-01,1709.2399999999998,-391.0400000000002,-22.88
2024-12-11,SKU-103608,West,28,106.64,0,1,1970-05-31,0,0.79,Electronics,96.37,130.18,0.12,0.949,WH-W100003,2024,12,50,2,4,Dec,2024-12,3645.04,946.68,25.97
2025-10-20,SKU-103609,North,32,184.02,0,0,1970-05-31,0,1.37,Electronics,47.52,108.9,0.08,0.975,WH-N100000,2025,10,43,0,4,Oct,2025-10,3484.8,1964.16,56.36
2025-01-22,SKU-103610,North,32,152.63,0,0,1970-05-31,0,0.39,Pet,68.29,97.95,0.38,0.978,WH-N100000,2025,1,4,2,1,Jan,2025-01,3134.4,949.12,30.28
2025-03-30,SKU-103611,South,27,161.78,0,0,1970-05-31,0,-0.4,Kitchen,38.64,161.51,0.29,0.933,WH-S100001,2025,3,13,6,1,Mar,2025-03,4360.77,3317.49,76.08
2025-07-02,SKU-103612,West,46,97.78,0,0,1970-05-31,0,0.13,Kitchen,30.06,129.52,0.22,0.931,WH-W100003,2025,7,27,2,3,Jul,2025-07,5957.92,4575.160000000001,76.79
2025-01-10,SKU-103613,North,22,127.93,0,0,1970-05-31,0,0.31,Toys,119.1,158.8,0.61,0.973,WH-N100000,2025,1,2,4,1,Jan,2025-01,3493.6000000000004,873.4000000000003,25.0
2025-11-12,SKU-103614,North,34,178.37,0,0,1970-05-31,0,1.49,Pet,39.01,44.01,0.77,0.983,WH-N100000,2025,11,46,2,4,Nov,2025-11,1496.34,170.0,11.36
2025-07-13,SKU-103615,North,53,175.63,0,0,1970-05-31,0,-1.22,Electronics,54.03,86.74,0.58,0.976,WH-N100000,2025,7,28,6,3,Jul,2025-07,4597.219999999999,1733.6299999999997,37.71
2024-12-11,SKU-103616,West,55,158.15,0,1,1970-05-31,0,0.79,Pet,119.39,197.26,0.68,0.987,WH-W100003,2024,12,50,2,4,Dec,2024-12,10849.3,4282.849999999999,39.48
2025-07-15,SKU-103617,North,44,135.33,0,0,1970-05-31,0,0.71,Home,85.74,189.02,1.49,0.954,WH-N100000,2025,7,29,1,3,Jul,2025-07,8316.880000000001,4544.320000000001,54.64
2025-08-13,SKU-103618,North,43,165.67,0,0,1970-05-31,0,0.01,Electronics,50.98,190.65,0.55,0.959,WH-N100000,2025,8,33,2,3,Aug,2025-08,8197.95,6005.81,73.26
2025-02-14,SKU-103619,South,24,30.79,0,0,1970-05-31,0,0.5,Toys,14.98,175.66,1.79,0.972,WH-S100001,2025,2,7,4,1,Feb,2025-02,4215.84,3856.32,91.47
2025-10-15,SKU-103620,South,30,110.6,0,0,1970-05-31,0,0.33,Toys,22.32,198.29,0.86,0.968,WH-S100001,2025,10,42,2,4,Oct,2025-10,5948.7,5279.1,88.74
2025-10-17,SKU-103621,South,28,176.03,0,0,1970-05-31,0,-0.6,Beauty,61.85,78.7,0.76,0.931,WH-S100001,2025,10,42,4,4,Oct,2025-10,2203.6,471.80000000000007,21.41
2024-12-19,SKU-103622,North,25,161.11,0,1,1970-05-31,0,-0.52,Electronics,112.48,134.55,0.33,0.966,WH-N100000,2024,12,51,3,4,Dec,2024-12,3363.7500000000005,551.7500000000002,16.4
2025-06-05,SKU-103623,South,51,195.45,0,0,1970-05-31,0,1.29,Home,118.88,33.69,0.21,0.975,WH-S100001,2025,6,23,3,2,Jun,2025-06,1718.1899999999998,-4344.69,-252.86
2024-12-23,SKU-103624,West,71,195.96,0,1,1970-06-01,0,0.4,Electronics,82.88,157.93,0.66,0.952,WH-W100003,2024,12,52,0,4,Dec,2024-12,11213.03,5328.550000000001,47.52
2025-11-10,SKU-103625,North,57,90.36,0,0,1970-06-01,0,-0.44,Kitchen,40.39,32.87,0.64,0.972,WH-N100000,2025,11,46,0,4,Nov,2025-11,1873.59,-428.64000000000016,-22.88
2025-02-11,SKU-103626,West,36,30.98,0,0,1970-06-01,0,0.98,Electronics,96.37,130.18,0.12,0.949,WH-W100003,2025,2,7,1,1,Feb,2025-02,4686.4800000000005,1217.16,25.97
2024-12-01,SKU-103627,North,55,194.68,0,1,1970-06-01,0,1.09,Electronics,47.52,108.9,0.08,0.975,WH-N100000,2024,12,48,6,4,Dec,2024-12,5989.5,3375.9,56.36
2025-09-30,SKU-103628,West,36,165.58,0,0,1970-06-01,0,-0.03,Pet,68.29,97.95,0.38,0.978,WH-W100003,2025,9,40,1,3,Sep,2025-09,3526.2000000000003,1067.7599999999998,30.28
2025-01-15,SKU-103629,North,26,157.78,0,0,1970-06-01,0,0.21,Kitchen,38.64,161.51,0.29,0.933,WH-N100000,2025,1,3,2,1,Jan,2025-01,4199.26,3194.62,76.08
2025-11-21,SKU-103630,North,40,127.94,0,0,1970-06-01,0,0.48,Kitchen,30.06,129.52,0.22,0.931,WH-N100000,2025,11,47,4,4,Nov,2025-11,5180.8,3978.400000000001,76.79
2025-03-13,SKU-103631,North,47,30.45,0,0,1970-06-01,0,-1.08,Toys,119.1,158.8,0.61,0.973,WH-N100000,2025,3,11,3,1,Mar,2025-03,7463.6,1865.9000000000008,25.0
2025-10-05,SKU-103632,South,42,186.6,0,0,1970-06-01,0,-1.26,Pet,39.01,44.01,0.77,0.983,WH-S100001,2025,10,40,6,4,Oct,2025-10,1848.42,210.0,11.36
2025-10-26,SKU-103633,West,27,133.16,0,0,1970-06-01,0,0.14,Electronics,54.03,86.74,0.58,0.976,WH-W100003,2025,10,43,6,4,Oct,2025-10,2341.98,883.1699999999998,37.71
2024-12-02,SKU-103634,East,46,148.91,0,1,1970-06-01,0,0.39,Pet,119.39,197.26,0.68,0.987,WH-E100002,2024,12,49,0,4,Dec,2024-12,9073.96,3582.0199999999995,39.48
2025-02-27,SKU-103635,South,29,130.66,0,0,1970-06-01,0,-0.52,Home,85.74,189.02,1.49,0.954,WH-S100001,2025,2,9,3,1,Feb,2025-02,5481.58,2995.1200000000003,54.64
2024-12-31,SKU-103636,South,35,152.31,0,0,1970-06-01,0,-0.44,Electronics,50.98,190.65,0.55,0.959,WH-S100001,2024,12,1,1,4,Dec,2024-12,6672.75,4888.450000000001,73.26
2025-07-13,SKU-103637,West,41,31.12,0,0,1970-06-01,0,2.11,Toys,14.98,175.66,1.79,0.972,WH-W100003,2025,7,28,6,3,Jul,2025-07,7202.06,6587.88,91.47
